ní	O
Tanzania	B-LOC
.	O
	
Burundi	B-LOC
:	O
	
Kọ	O
Ìkọkúkọ	O
sórí	O
àwòrán	O
Ààrẹ	O
kí	O
o	O
wẹ̀wọ̀n	O
.	O
	
Akẹ́kọ̀ọ́	O
mẹ́fà	O
di	O
ẹni	O
àtìmọ́lé	O
lọjọ́	B-DATE
Ìṣẹ́gun	I-DATE
12	I-DATE
,	I-DATE
oṣù	I-DATE
Ẹrẹ́nà	I-DATE
ní	O
agbègbè	O
Kirundo	B-LOC
ní	O
Àríwá	O
Ìlà-oòrùn	O
Burundi	B-LOC
fún	O
ẹ̀sùn-un	O
kíkọ	O
ìkọkúkọ	O
sórí	O
àwòrán	O
Ààrẹ	O
Pierre	B-PER
Nkurunziza	I-PER
nínú	O
àwọn	O
ìwé	O
ìkọ́ni	O
márùn-ún	O
.	O
	
Wọ́n	O
fi	O
ẹ̀sùn	O
""""""""""	O
títa	O
àbùkù	O
bá	O
Ààrẹ	O
orílẹ̀-èdè	O
""""""""""	O
kàn	O
àwọn	O
akẹ́kọ̀ọ́	O
náà	O
.	O
	
Ẹgbẹ́	O
Àwọn	O
Àjọ	O
tí	O
ó	O
ń	O
ṣe	O
Àmójútó	O
ìwàlálàáfíà	O
Àwọn	O
ọmọdé	O
ní	O
Burundi	B-LOC
jábọ̀	O
pé	O
wọ́n	O
ti	O
fi	O
akẹ́kọ̀ọ́	O
kan	O
tí	O
ó	O
jẹ́	O
ọmọ	O
ọdún	O
mẹ́tàlá	O
sílẹ̀	O
lẹ́sẹkẹsẹ̀	O
nítorí	O
pé	O
ó	O
ṣì	O
kéré	O
,	O
kò	O
sì	O
tí	O
ì	O
tó	O
ọdún	O
mẹ́ẹ̀dógún	O
.	O
	
Wọ́n	O
jábọ̀	O
pé	O
wọ́n	O
ṣe	O
ìdásílẹ̀	O
àwọn	O
akẹ́kọ̀ọ́	O
mẹ́ta	O
lọ́jọ́	B-DATE
Ẹtì	I-DATE
,	I-DATE
15	I-DATE
oṣù	I-DATE
Ẹrẹ́nà	I-DATE
ṣùgbọ́n	O
àwọn	O
mẹ́ta	O
yòókù	O
ṣì	O
wà	O
ní	O
àtìmọ́lé	O
.	O
	
Àwọn	O
ọmọ	O
náà	O
tí	O
wọn	O
kò	O
ju	O
ọmọ	O
ọdún	O
15	O
sí	O
17	O
yóò	O
ṣe	O
ẹ̀wọ̀n	O
ọdún	O
márùn-ún	O
bí	O
wọ́n	O
bá	O
jẹ̀bi	O
ẹ̀sùn	O
ìtàbùkù	O
bá	O
Ààrẹ	O
orílẹ̀-èdè	O
.	O
	
Ìwé	O
ìròyìn	O
iwacu	B-ORG
jábọ̀	O
pé	O
àwọn	O
ìdílé	O
tí	O
ọ̀rọ̀	O
náà	O
kàn	O
wà	O
nínú	O
ìdààmú	O
gidi	O
.	O
	
“Ìkọkúkọ	O
[	O
lórí	O
àwòrán	O
Ààrẹ	O
]	O
jẹ́	O
ẹ̀ṣẹ̀	O
tí	O
ó	O
mú	O
ìjìyà	O
dání	O
lábẹ́	O
òfin	O
ilẹ̀	O
Burundi	B-LOC
gẹ́gẹ́	O
bí	O
àbọ̀	O
ìwádìí	O
Reuters	B-ORG
kan	O
ṣe	O
sọ	O
.	O
	
Bí	O
ó	O
tilẹ̀	O
jẹ́	O
pé	O
ọjọ́-orí	O
àwọn	O
ọ̀daràn	O
náà	O
lè	O
jẹ́	O
ìdí	O
fún	O
ṣíṣe	O
àdínkù	O
ìjìyà	O
ẹ̀sẹ̀	O
nínú	O
ìgbẹ́jọ́	O
àwọn	O
akẹ́kọ̀ọ́	O
yìí	O
.	O
	
Gẹ́gẹ́	O
bí	O
olùkọ́	O
kan	O
tí	O
kò	O
dárúkọ	O
araa	O
rẹ̀	O
ṣe	O
sọ	O
,	O
wọn	O
kò	O
yẹ	O
àwọn	O
ìwé	O
ìkọ́ni	O
wọ̀nyí	O
wò	O
fún	O
àìmọye	O
ọdún	O
,	O
àwọn	O
akẹ́kọ̀ọ́	O
sì	O
máa	O
ń	O
pín	O
in	O
lò	O
ni	O
,	O
fún	O
ìdí	O
èyí	O
ó	O
nira	O
láti	O
mọ	O
ẹni	O
tí	O
ó	O
kọ	O
nǹkan	O
sí	O
i	O
ní	O
pàtó	O
.	O
	
Ìṣẹ̀lẹ̀	O
tó	O
fara	O
jọ	O
èyí	O
ṣẹlẹ̀	O
ní	O
2016	B-DATE
,	O
lẹ́yìnin	O
rògbòdìyàn	O
sáà	O
kẹ́ta	O
Ààrẹ	O
náà	O
,	O
nígbà	O
tí	O
àwọn	O
akẹ́kọ̀ọ́	O
nílé	O
ẹ̀kọ́	O
kọ	O
ìkọkúkọ	O
sórí	O
àwòrán	O
(	O
Ààrẹ	O
)	O
Nkurunziza	B-PER
nínú	O
ìwé	O
ìkọ́ni	O
.	O
	
Àwọn	O
aláṣẹ	O
rí	O
èyí	O
gẹ́gẹ́	O
bí	O
ìwọ̀sí	O
gidi	O
tí	O
wọ́n	O
sì	O
lé	O
ọgọọgọ̀rún	O
akẹ́kọ̀ọ́	O
kúrò	O
ní	O
àwọn	O
ilé	O
ẹ̀kọ́	O
lóríṣìíríṣi	O
káàkiri	O
orílẹ̀-èdè	O
náà	O
.	O
	
Akẹ́kọ̀ọ́	O
mọ́kànlá	O
ni	O
wọ́n	O
fẹ̀sùn	O
ìtàbùkù	O
bá	O
adarí	O
ìlú	O
àti	O
""""""""""	O
ìhàlẹ̀	O
mọ́	O
ààbò	O
ìlú	O
""""""""""	O
kàn	O
,	O
bí	O
ó	O
tilẹ̀	O
jẹ́	O
pé	O
wọ́n	O
padà	O
dá	O
wọn	O
sílẹ̀	O
.	O
	
Wọ́n	O
bu	O
ẹnu	O
àtẹ́	O
lu	O
ìwà	O
yìí	O
gidigidi	O
.	O
	
Zeid	B-PER
Ra'ad	I-PER
Al	I-PER
Hussein	I-PER
,	O
tí	O
ó	O
jẹ́	O
aṣàkóso	O
fún	O
ẹ̀ka	O
ìjàfẹ́tọ̀ọ́	O
ènìyàn	O
lábẹ́	O
United	B-ORG
Nations	I-ORG
gbé	O
àkọsílẹ̀	O
kan	O
jáde	O
ní	O
29	B-DATE
,	I-DATE
oṣù	I-DATE
Òkúdù	I-DATE
2016	I-DATE
:	O
	
Ẹ̀rù	O
ń	O
bà	O
mí	O
pẹ̀lú	O
àwọn	O
ìròyìn	O
tí	O
mò	O
ń	O
gbọ́	O
nípa	O
lílé	O
tí	O
wọ́n	O
ń	O
lé	O
àwọn	O
ọmọ	O
ní	O
ilé-ẹ̀kọ́	O
àti	O
bí	O
wọ́n	O
ṣe	O
ń	O
tì	O
wọ́n	O
mọ́lé	O
nítorí	O
ìkọkúkọ	O
tí	O
wọ́n	O
kọ	O
sórí	O
àwòrán	O
Ààrẹ	O
nínú	O
àwọn	O
ìwé	O
ìkọ́ni	O
.	O
	
Pierre	B-PER
Nkurunziza	I-PER
ti	O
jẹ	O
ààrẹ	O
ilẹ̀	O
Burundi	B-LOC
láti	O
ọdún	B-DATE
2005	I-DATE
.	O
	
Ní	O
ọdún	B-DATE
2015	I-DATE
,	O
àwọn	O
ẹgbẹ́	O
òṣèlúu	O
rẹ̀	O
tún	O
gbé	O
e	O
sípò	O
fún	O
sáà	O
kẹ́ta	O
lórí	O
oyè	O
.	O
	
Ní	O
oṣù	B-DATE
Ẹrẹ́nà	I-DATE
ọdún	I-DATE
tó	I-DATE
kọjá	I-DATE
,	O
Nkurunziza	B-PER
gba	O
orúkọ	O
tuntun	O
lọ́dọ̀	O
àwọn	O
ẹgbẹ́	O
òṣèlúu	O
rẹ̀	O
,	O
Àjọ	O
Agbèjà	O
Òmìnira	O
Àwọn	O
Ológun	O
–	O
Fún	O
Ìgbéga	O
Ìjọba	O
Oníbò	O
(	O
CNDD-FDD	B-ORG
)	O
.	O
	
Wọ́n	O
pè	O
é	O
ní	O
""""""""""	O
adarí	O
ayérayé	O
tó	O
ga	O
jù	O
""""""""""	O
.	O
	
Akọ̀wé	O
gbogboògbò	O
fún	O
CNDD-FDD	B-ORG
,	O
Evariste	B-PER
Ndayishimiye	I-PER
ṣàlàyé	O
ìdí	O
tí	O
orúkọ	O
náà	O
ṣe	O
di	O
ti	O
Nkurunziza	B-PER
:	O
	
Olùdaríi	O
wa	O
ni	O
,	O
kò	O
sí	O
eni	O
tí	O
a	O
lè	O
fi	O
wé	O
e	O
nínú	O
ẹgbẹ́ẹ	O
wa	O
.	O
	
Òun	O
ni	O
òbíi	O
wa	O
òun	O
ni	O
ó	O
ń	O
gbà	O
wá	O
nímọ̀ràn	O
.	O
	
Ìdí	O
nìyí	O
tí	O
mo	O
ṣe	O
ní	O
kí	O
gbogbo	O
ọmọ	O
ẹgbẹ́	O
pọ́n	O
ọn	O
lé	O
nítorí	O
pé	O
ojúkójú	O
ni	O
ẹnikẹ́ni	O
lè	O
fi	O
wo	O
ilé	O
tí	O
kò	O
ní	O
olórí	O
.	O
	
Ní	O
tiwa	O
,	O
olórí	O
tó	O
dára	O
jù	O
ni	O
a	O
ní	O
.	O
	
Bí	O
àwọn	O
CNN-FDD	B-ORG
ṣe	O
gbé	O
oyè	O
náà	O
ní	O
yẹpẹrẹ	O
tó	O
ipò	O
agbára	O
Nkurunziza	B-PER
gẹ́gẹ́	O
bí	O
adarí	O
ayérayé	O
tó	O
ga	O
jù	O
ti	O
jẹ́	O
kí	O
ó	O
nira	O
fún	O
ẹnikẹ́ni	O
láti	O
kọ	O
ohunkóhun	O
tí	O
ó	O
bá	O
yàn	O
láti	O
ṣe	O
,	O
títí	O
mọ́	O
ìgbésẹ̀	O
rẹ̀	O
láti	O
ṣe	O
àyípadà	O
òfin	O
sáà	O
méjì	O
fún	O
ipò	O
adarí	O
tí	O
ó	O
wà	O
nínú	O
ìwé	O
òfin	O
orílẹ̀-èdè	O
náà	O
.	O
	
Èyí	O
ń	O
ṣe	O
àfihàn	O
àdálò	O
tí	O
ẹgbẹ́	O
òṣèlú	O
tó	O
wà	O
lórí	O
oyè	O
ń	O
dá	O
agbára	O
lò	O
pẹ̀lú	O
Nkurunziza	B-PER
àti	O
àwọn	O
alátìlẹyìn-in	O
rẹ̀	O
pẹ̀lú	O
bí	O
ẹgbẹ́	O
òṣèlú	O
náà	O
ṣe	O
ń	O
darí	O
àwọn	O
ìdásílẹ̀	O
ìjọba	O
.	O
	
Àwọn	O
oníkọkúkọ	O
ní	O
ìṣọ̀kan	O
.	O
	
Àwọn	O
ọmọ	O
ìlú	O
tí	O
wọ́n	O
ń	O
ṣàmúlò	O
ayélujára	O
ti	O
bẹ̀rẹ̀	O
ìkọkúkọ	O
sórí	O
àwòrán	O
ààrẹ	O
Nkurunziza	B-PER
nínú	O
ìfẹ̀hónúhàn	O
pẹ̀lú	O
àmì	O
ìdámọ̀	O
:	O
	
Nkurunziza	B-PER
àti	O
Burundi	B-LOC
:	O
	
Ọmọ	O
ilé	O
ẹ̀kọ́	O
gíga	O
ní	O
ẹ̀wọ̀n	O
fún	O
kíkọ	O
ìkọkúkọ	O
sí	O
orí	O
àwòrán	O
Ààrẹ	O
.	O
	
Bí	O
mo	O
bá	O
ṣe	O
èyí	O
ní	O
Burundi	B-LOC
,	O
ó	O
ṣe	O
é	O
ṣe	O
kí	O
a	O
fi	O
mí	O
sí	O
àtìmọ́lé	O
.	O
	
Ìjọba	O
Burundi	B-LOC
fi	O
akẹ́kọ̀ọ́bìnrin	O
sí	O
àtìmọ́lé	O
látàrí	O
ẹ̀sùn	O
ìkọkúkọ	O
sí	O
orí	O
àwòrán	O
ààrẹ	O
.	O
	
A	O
túwíìtì	O
àwòrán	O
ìkọkúkọ	O
wa	O
ní	O
ìbánikẹ́dùn	O
ìṣẹ̀lẹ̀	O
náà	O
.	O
	
Wọ́n	O
ní	O
kí	O
a	O
dán	O
an	O
wò	O
,	O
kí	O
a	O
kọ	O
nǹkan	O
sí	O
orí	O
àwòrán	O
ààrẹ	O
mo	O
sì	O
ṣe	O
bẹ́ẹ̀	O
.	O
	
Mo	O
ní	O
ìgbóyà	O
wípé	O
ẹnikẹ́ni	O
kò	O
ní	O
mú	O
mi	O
níbí	O
.	O
	
Ìfòfinlíle	O
mú	O
àtakò	O
.	O
	
Ìjọba	O
Burundi	B-LOC
ti	O
bẹ̀rẹ̀	O
sí	O
í	O
fi	O
ìkanra	O
mú	O
ìwà	O
àtakò	O
láti	O
ọdún	B-DATE
2015	I-DATE
,	O
lẹ́yìn	O
ìjákulẹ̀	O
ìṣọ̀tẹ̀	O
kan	O
,	O
ìdojúkọ	O
pẹ̀lú	O
àwọn	O
ẹgbẹ́	O
adìtẹ̀	O
kan	O
,	O
àtakò	O
lórí	O
ìlòkulò	O
ẹ̀tọ́	O
,	O
òfin	O
kànńpá	O
,	O
ìnira	O
pẹ̀lú	O
ètò	O
ọrọ̀-ajé	O
àti	O
rògbòdìyàn	O
àwọn	O
asásàálà	O
.	O
	
European	B-ORG
Union	I-ORG
pẹ̀lú	O
United	B-ORG
Nations	I-ORG
tako	O
ìgbésẹ̀	O
Nkurunziza	B-PER
fún	O
sáà	O
kẹ́ta	O
,	O
wọ́n	O
sì	O
béèrè	O
fún	O
ìdápadà	O
ìlọdéédé	O
kí	O
àsìkò	O
ìdìbò	O
ó	O
tó	O
dé	O
.	O
	
Pẹ̀lú	O
àwọn	O
ìdojúkọ	O
wọ̀nyí	O
,	O
""""""""""	O
ipò	O
náà	O
""""""""""	O
le	O
sí	O
i	O
.	O
	
Àwọn	O
aláṣẹ	O
sì	O
ń	O
fi	O
ìkanra	O
mú	O
gbogbo	O
ìhàlẹ̀	O
tí	O
wọ́n	O
ń	O
rí	O
.	O
	
Ìjábọ̀	O
pàtàkì	O
ti	O
àjọ	O
ajàfẹ́tọ̀ọ́	O
ènìyàn	O
ṣe	O
ní	O
oṣù	B-DATE
Èbìbí	I-DATE
2018	I-DATE
rí	O
i	O
pé	O
àwọn	O
èṣọ́	O
aláàbò	O
ní	O
Burundi	B-LOC
,	O
àwọn	O
afòyeṣiṣẹ́	O
àti	O
àwọn	O
ọmọ	O
ẹgbẹ́	O
òṣèlú	O
tí	O
ó	O
wà	O
nípò	O
àwọn	O
ẹgbẹ́	O
Imbone	B-ORG
	
ń	O
kọlu	O
àwọn	O
alátakò	O
àti	O
àwọn	O
ẹni	O
tí	O
wọ́n	O
fura	O
sí	O
gẹ́gẹ́	O
bí	O
alátakò	O
pẹ̀lú	O
ajàfẹ́tọ̀ọ́	O
ènìyàn	O
àti	O
akọ̀ròyìn	O
.	O
	
""""""""""	O
Wọ́n	O
pa	O
èèyàn	O
tó	O
tó	O
1700	O
,	O
bẹ́ẹ̀	O
ni	O
wọ́n	O
sì	O
ń	O
fi	O
ipá	O
lé	O
àwọn	O
ẹlòmíìn	O
,	O
wọ́n	O
ń	O
fi	O
ipá	O
bá	O
wọn	O
ní	O
ìbálòpọ̀	O
,	O
wọ́n	O
ń	O
fi	O
ìyà	O
jẹ	O
wọ́n	O
,	O
wọ́n	O
ń	O
tì	O
wọ́n	O
mọ́lé	O
,	O
bẹ́ẹ̀	O
ni	O
wọ́n	O
sì	O
ń	O
dẹ́rùba	O
àìmọye	O
àwọn	O
mìíràn	O
""""""""""	O
.	O
	
Èyí	O
ti	O
dá	O
wàhálà	O
ìsásàálà	O
sílẹ̀	O
,	O
a	O
ti	O
rí	O
àwọn	O
ará	O
Burundi	B-LOC
tí	O
wọ́n	O
sá	O
lọ	O
sí	O
Tanzania	B-LOC
,	O
Rwanda	B-LOC
,	O
Congo	B-LOC
àti	O
Uganda	B-LOC
.	O
	
Bí	O
ó	O
tilẹ̀	O
jẹ́	O
pé	O
ẹgbẹẹgbẹ̀rún	O
ti	O
padà	O
sílé	O
.	O
	
Alákòóso	O
United	B-ORG
Nations	I-ORG
fún	O
ìsásàálà	O
ti	O
ṣe	O
àkọsílẹ̀	O
àwọn	O
asásàálà	O
tí	O
ó	O
wá	O
láti	O
Burundi	B-LOC
tí	O
wọ́n	O
lé	O
ní	O
347,000	O
ní	O
oṣù	B-DATE
Èrèlé	I-DATE
2019	I-DATE
,	O
UNHCR	B-ORG
fìdí	O
ẹ̀	O
múlẹ̀	O
:	O
	
Làásìgbò	O
nínú	O
òṣèlú	O
Burundi	B-LOC
le	O
sí	O
i	O
ní	O
ọdún	B-DATE
2015	I-DATE
lẹ́yìn	O
tí	O
ààrẹ́	O
kéde	O
èròńgbàa	O
rẹ̀	O
láti	O
lọ	O
fún	O
sáà	O
kẹ́ta	O
.	O
	
Ìfẹ̀hónúhàn	O
àwọn	O
èèyàn	O
láti	O
tako	O
èròńgbà	O
fa	O
ìkọlura	O
,	O
ọgọọgọ̀rún	O
àwọn	O
èèyàn	O
sì	O
sá	O
lọ	O
sí	O
àwọn	O
orílẹ̀-èdè	O
ìtòsí	O
láti	O
fi	O
oríi	O
wọn	O
pamọ	O
.	O
	
Ní	O
ìbẹ̀rẹ̀	O
oṣù	O
yìí	O
,	O
ìjọba	O
Burundi	B-LOC
ti	O
ọ́fíìsì	O
ẹ̀ka	O
àwọn	O
ajàfẹ́tọ̀ọ́	O
ènìyàn	O
lábẹ́	O
United	B-ORG
Nations	I-ORG
tí	O
wọ́n	O
sì	O
sọ	O
pé	O
àwọn	O
kò	O
nílòo	O
wọn	O
mọ́	O
.	O
	
Ìjọba	O
náà	O
ń	O
bínú	O
sí	O
alákòóso	O
tẹ́lẹ̀-rí	O
ẹ̀ka	O
náà	O
,	O
Zeid	B-PER
Ra'ad	I-PER
Al	I-PER
Hussein	I-PER
tí	O
ó	O
ṣàpèjúwe	O
Nkurunziza	B-PER
ti	O
Burundi	B-LOC
gẹ́gẹ́	O
bí	O
ọkàn	O
lára	O
""""""""""	O
àwọn	O
apanilẹ́kúnjayé	O
ènìyàn	O
tí	O
ó	O
ń	O
gbèrú	O
sí	O
i	O
láìpẹ́	O
yìí	O
""""""""""	O
ní	O
oṣù	B-DATE
Èrèlé	I-DATE
2018	I-DATE
.	O
	
Àtipa	O
àwọn	O
Ilé-iṣẹ́	O
Akọ̀ròyìn	O
,	O
ìyọlẹ́nu	O
àwọn	O
alátakò	O
,	O
ìfòfinlíle	O
mú	O
àwọn	O
ìdásílẹ̀	O
tí	O
kì	O
í	O
ṣe	O
ti	O
ìjọba	O
(	O
NGOs	O
)	O
àti	O
ìdiwọ́	O
fún	O
àwọn	O
mìíràn	O
láti	O
sọ̀rọ̀	O
tàbí	O
ṣe	O
àfihàn	O
ara	O
wọn	O
ní	O
ààyè	O
òṣèlú	O
.	O
	
Fún	O
àpẹẹrẹ	O
,	O
wọ́n	O
dájọ́	O
ẹ̀wọ̀n	O
ọdún	O
méjìlélọ́gbọ̀n	O
fún	O
ajàfẹ́tọ̀ọ́	O
ènìyàn	O
Germain	B-PER
Rukiki	I-PER
fún	O
""""""""""	O
ìdarapọ̀	O
mọ́	O
ìgbìyànjú	O
ìrúlùú	O
jíjin	O
ètò	O
ààbò	O
ìlú	O
lẹ́sẹ̀	O
àti	O
ìṣọ̀tẹ̀	O
""""""""""	O
ní	O
2018	B-DATE
nítorí	O
pé	O
ó	O
ṣe	O
àkọsílẹ̀	O
àwọn	O
ọ̀nà	O
tí	O
ìjọba	O
Nkurunziza	B-PER
ń	O
gbà	O
fìyà	O
jẹni	O
.	O
	
Àwọn	O
àìṣedede	O
kan	O
dá	O
ìgbẹ́jọ́	O
Rukiki	B-PER
dúró	O
,	O
ó	O
sì	O
wáyé	O
ní	O
ọ̀sẹ̀	B-DATE
mélòó	O
kan	O
ṣáájú	O
àríyànjiyàn	O
ìdìbò	O
abófinmu	O
náà	O
.	O
	
""""""""""	O
Ọ̀rọ̀	O
ìkọkúkọ	O
""""""""""	O
náà	O
ń	O
ṣe	O
àfihàn	O
ìdúróṣánṣán	O
ìjọba	O
náà	O
tí	O
kò	O
yẹ̀	O
àti	O
ọ̀nà	O
tí	O
wọ́n	O
ń	O
gbà	O
